aphiaID,scientificName,verbatimScientificName,taxonID,valid_authority,taxonRankID,taxonRank,parentNameUsageID,kingdom,phylum,class,order,family,genus,species,acceptedNameUsageID,acceptedNameUsage,majorgroup,taxon,FG_latest,References,Pata&Hunt_traitValue,filter_or_not,campbell_diet,same_or_not,Global_totalAbundance,Global_relativeAbundance,NAtlantic_totalAbundance,NAtlantic_relativeAbundance,AusCPR_totalAbundance,AusCPR_relativeAbundance,NPacific_totalAbundance,NPacific_relativeAbundance,SOCPR_totalAbundance,SOCPR_relativeAbundance
125498,Myctophidae,Myctophidae,5815,"Gill, 1893",140,Family,10309,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,NA,NA,urn:lsid:marinespecies.org:taxname:125498,"Myctophidae Gill, 1893",NA,Myctophid,NA,,not determined,0,NA,NA,60,1.3086617456063012e-8,NA,NA,3,2.5798174005243908e-6,NA,NA,57,2.343688902188981e-6
125606,Syngnathidae,Syngnathidae,6113,"Bonaparte, 1831",140,Family,10327,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,NA,NA,urn:lsid:marinespecies.org:taxname:125606,"Syngnathidae Bonaparte, 1831",NA,Syngnathid,NA,,not determined,0,NA,NA,1,2.181102909343835e-10,NA,NA,1,8.599391335081303e-7,NA,NA,NA,NA
125516,Ammodytidae,Ammodytidae,5287,"Bonaparte, 1835",140,Family,11014,Animalia,Chordata,Actinopteri,Perciformes,Ammodytidae,NA,NA,urn:lsid:marinespecies.org:taxname:125516,"Ammodytidae Bonaparte, 1835",NA,Ammodytidae,NA,,not determined,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
125832,Protomyctophum,Protomyctophum,5970,"Fraser-Brunner, 1949",180,Genus,125498,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Protomyctophum,NA,urn:lsid:marinespecies.org:taxname:125832,"Protomyctophum Fraser-Brunner, 1949",NA,Protomyctophum sp.,NA,,not determined,0,NA,NA,15,3.271654364015752e-9,NA,NA,NA,NA,NA,NA,15,6.167602374181528e-7
129766,Vanadis longissima,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Annelida,Phyllodocida,Phyllodocidae,Vanadis,Vanadis longissima,urn:lsid:marinespecies.org:taxname:129766,"Vanadis longissima (Levinsen, 1885)",NA,Vanadis longissima,NA,,not determined,0,NA,NA,15,3.271654364015752e-9,NA,NA,NA,NA,NA,NA,15,6.167602374181528e-7
1292,Anthozoa,Anthozoa,5314,"Ehrenberg, 1834",60,Class,1267,Animalia,Cnidaria,Anthozoa,NA,NA,NA,NA,urn:lsid:marinespecies.org:taxname:1292,"Anthozoa Ehrenberg, 1834",NA,Anthozoa larvae,NA,,not determined,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
103357,Appendicularia,Appendicularia,6335,"Fol, 1874",180,Genus,342470,Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,Appendicularia,NA,urn:lsid:marinespecies.org:taxname:103357,"Appendicularia Fol, 1874",Appendicularian,Appendicularia,filter-feeder,,not determined,1,NA,NA,6790,1.480968875444464e-6,NA,NA,6781,0.005831247,NA,NA,9,3.700561424508917e-7
103358,Fritillaria,Fritillaria,278,"Fol, 1872",180,Genus,342471,Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,NA,urn:lsid:marinespecies.org:taxname:103358,"Fritillaria Fol, 1872",Appendicularian,Fritillaria sp.,filter-feeder,,omnivore; herbivore,1,NA,NA,1800933,3.9280202058333206e-4,NA,NA,NA,NA,NA,NA,1800933,0.074049590976945745
103386,Fritillaria pellucida,Fritillaria pellucida,284,"(Busch, 1851)",220,Species,103358,Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,Fritillaria pellucida,urn:lsid:marinespecies.org:taxname:103386,"Fritillaria pellucida (Busch, 1851)",Appendicularian,Fritillaria pellucida,filter-feeder,,omnivore; herbivore,1,NA,NA,439,9.575041772019437e-8,NA,NA,439,3.775132796100692e-4,NA,NA,NA,NA
146421,Appendicularia,Appendicularia,268,NA,60,Class,146420,Animalia,Chordata,Appendicularia,NA,NA,NA,NA,urn:lsid:marinespecies.org:taxname:146421,Appendicularia NA,Appendicularian,Appendicularia,filter-feeder,,herbivore; detritivore,1,NA,NA,9498150,0.002071644,9498150,0.021680594,NA,NA,NA,NA,NA,NA
103356,Oikopleuridae,Oikopleuridae,314,"Lohmann, 1915",140,Family,103353,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,NA,NA,urn:lsid:marinespecies.org:taxname:103356,"Oikopleuridae Lohmann, 1915",Appendicularian,Oikopleuridae,filter-feeder,,not determined,1,NA,NA,87130,1.9003949649112834e-5,NA,NA,87130,0.074926497,NA,NA,NA,NA
103354,Fritillariidae,Fritillariidae,286,"Lohmann, 1915",140,Family,103353,Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,NA,NA,urn:lsid:marinespecies.org:taxname:103354,"Fritillariidae Lohmann, 1915",Appendicularian,Fritillariidae,filter-feeder,,not determined,1,NA,NA,3613,7.880324811459276e-7,NA,NA,3613,0.00310696,NA,NA,NA,NA
103367,Oikopleura,Oikopleura,295,"Mertens, 1830",180,Genus,343701,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,urn:lsid:marinespecies.org:taxname:103367,"Oikopleura Mertens, 1830",Appendicularian,Oikopleura spp.,filter-feeder,,omnivore; herbivore,1,NA,NA,343752,7.49758487292762e-5,NA,NA,1155,9.932296992018904e-4,NA,NA,342597,0.01408668
103483,Ascidia,Ascidian larvae,5332,"Linnaeus, 1767",180,Genus,103443,Animalia,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,Ascidia,NA,urn:lsid:marinespecies.org:taxname:103483,"Ascidia Linnaeus, 1767",NA,Colonial ascidian,filter-feeder,,not determined,1,NA,NA,4,8.724411637375341e-10,NA,NA,4,3.439756534032521e-6,NA,NA,NA,NA
123080,Asteroidea,NA,NA,NA,NA,NA,NA,Animalia,Echinodermata,Asteroidea,NA,NA,NA,NA,urn:lsid:marinespecies.org:taxname:123080,Asteroidea,NA,Asteroidea larvae,NA,,not determined,0,NA,NA,86,1.875748502035698e-8,NA,NA,86,7.39547654816992e-5,NA,NA,NA,NA
105,Bivalvia,Bivalvia,5373,"Linnaeus, 1758",60,Class,51,Animalia,Mollusca,Bivalvia,NA,NA,NA,NA,urn:lsid:marinespecies.org:taxname:105,"Bivalvia Linnaeus, 1758",NA,Bivalve,omnivore,Cranford et al. (2011) ; Jørgensen (1996; 10.3354/meps142287),not determined,0,NA,NA,614610,1.3405276591118144e-4,594900,0.001357926,1707,0.001467916,17850,4.398981549270362e-6,153,6.290954421665159e-6
106267,Evadne,Evadne,2577,"LovÃ©n, 1836",180,Genus,106264,Animalia,Arthropoda,Branchiopoda,Onychopoda,Podonidae,Evadne,NA,urn:lsid:marinespecies.org:taxname:106267,"Evadne Lovan, 1836",Cladoceran,Evadne spp ,omnivore,[3] Kim et al. (1989; 10.1007/BF00391145) - diet composed of diatoms and dinoflagellates,omnivore; carnivore,0,NA,NA,4340473,9.467018288228364e-4,4331400,0.009886907,382,3.2849674900010576e-4,8100,1.9961765013495763e-6,591,2.430035335427522e-5
106274,Evadne spinifera,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Branchiopoda,Onychopoda,Podonidae,Evadne,Evadne spinifera,urn:lsid:marinespecies.org:taxname:106274,"Evadne spinifera P.E. Müller, 1867",Cladoceran,Evadne spinifera,omnivore,Derived at genus level,not determined,0,NA,NA,2594,5.657780946837907e-7,NA,NA,2594,0.002230682,NA,NA,NA,NA
106273,Evadne nordmanni,Evadne nordmanni,2578,"LovÃ©n, 1836",220,Species,106267,Animalia,Arthropoda,Branchiopoda,Onychopoda,Podonidae,Evadne,Evadne nordmanni,urn:lsid:marinespecies.org:taxname:106273,"Evadne nordmanni LovÃ©n, 1836",Cladoceran,Evadne nordmanni,omnivore,[3],omnivore; carnivore,0,NA,NA,189,4.122284498659848e-8,NA,NA,189,1.6252849623303662e-4,NA,NA,NA,NA
155670,Diplostraca,Cladocera,2576,"Gerstaecker, 1866",100,Order,155670,Animalia,Arthropoda,Branchiopoda,Cladocera,NA,NA,NA,urn:lsid:marinespecies.org:taxname:155670,"Diplostraca Gerstaecker, 1866",Cladoceran,Cladoceran,NA,[3] Comprised of omni and carni,omnivore,0,NA,NA,2983,6.50622997857266e-7,NA,NA,2983,0.002565198,NA,NA,NA,NA
1069,Branchiopoda,Branchiopoda,5383,"Latreille, 1817",60,Class,1066,Animalia,Arthropoda,Branchiopoda,NA,NA,NA,NA,urn:lsid:marinespecies.org:taxname:1069,"Branchiopoda Latreille, 1817",NA,Branchiopoda indet,NA,,not determined,0,NA,NA,69,1.504961007447246e-8,NA,NA,NA,NA,NA,NA,69,2.837097092123503e-6
1076,Cladocera,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Branchiopoda,Cladocera,NA,NA,NA,urn:lsid:marinespecies.org:taxname:1076,Unaccepted; Cladocera,Cladoceran,Cladocera unidentified,NA,[3] Comprised of omni and carni,not determined,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
106272,Penilia avirostris,Penilia avirostris,2581,"Dana, 1849",220,Species,106266,Animalia,Arthropoda,Branchiopoda,Ctenopoda,Sididae,Penilia,Penilia avirostris,urn:lsid:marinespecies.org:taxname:106272,"Penilia avirostris Dana, 1849",Cladoceran,Penilia avirostris,omnivore,[3] and Brancelj et al. 1997; 10.1023/A:1003180030116 - filter-feeder,not determined,0,NA,NA,1893051,4.128939043636256e-4,1730100,0.003949148,162951,0.14012794174428334,NA,NA,NA,NA
247981,Pleopis polyphemoides,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Branchiopoda,Onychopoda,Podonidae,Pleopis,Pleopis polyphemoides,urn:lsid:marinespecies.org:taxname:247981,"Pleopis polyphemoides (Leuckart, 1859)",Cladoceran,Pleopis polyphemoides,NA,,not determined,0,NA,NA,9,1.962992618409451e-9,NA,NA,9,7.739452201573172e-6,NA,NA,NA,NA
106269,Podon,Podon,2582,"Lilljeborg, 1853",180,Genus,106264,Animalia,Arthropoda,Branchiopoda,Onychopoda,Podonidae,Podon,NA,urn:lsid:marinespecies.org:taxname:106269,"Podon Lilljeborg, 1853",Cladoceran,Podon spp.,omnivore,[3],omnivore; carnivore,0,NA,NA,3397707,7.410748622797914e-4,3379650,0.007714431,1998,0.001718158,16050,3.955386771192679e-6,9,3.700561424508917e-7
106276,Podon intermedius,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Branchiopoda,Onychopoda,Podonidae,Podon,Podon intermedius,urn:lsid:marinespecies.org:taxname:106276,"Podon intermedius Lilljeborg, 1853",Cladoceran,Podon intermedius,omnivore,Derived at genus level,not determined,0,NA,NA,834,1.8190398263927586e-7,NA,NA,834,7.171892373457806e-4,NA,NA,NA,NA
106278,Pseudevadne tergestina,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Branchiopoda,Onychopoda,Podonidae,Pseudevadne,Pseudevadne tergestina,urn:lsid:marinespecies.org:taxname:106278,"Pseudevadne tergestina Claus, 1877",Cladoceran,Pseudevadne tergestina,omnivore,,not determined,0,NA,NA,4890,1.0665593226691352e-6,NA,NA,4890,0.004205102,NA,NA,NA,NA
11707,Cephalopoda,Cephalopoda,5413,"Cuvier, 1795",60,Class,51,Animalia,Mollusca,Cephalopoda,NA,NA,NA,NA,urn:lsid:marinespecies.org:taxname:11707,"Cephalopoda Cuvier, 1795",NA,Cephalopoda,carnivore,,not determined,0,NA,NA,556,1.212693217595172e-7,300,6.847836920681128e-7,16,1.3759026136130085e-5,240,5.914597041035781e-8,NA,NA
11716,Teuthida,Teuthida,6133,"Naef, 1916",100,Order,325342,Animalia,Mollusca,Cephalopoda,Teuthida,NA,NA,NA,urn:lsid:marinespecies.org:taxname:11716,"Teuthida Naef, 1916",NA,Teuthida indet,carnivore,,not determined,0,NA,NA,309,6.73960798987245e-8,NA,NA,NA,NA,NA,NA,309,1.2705260890813948e-5
104108,Acartia,Acartia,318,"Dana, 1846",180,Genus,104074,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,NA,urn:lsid:marinespecies.org:taxname:104108,"Acartia Dana, 1846",Calanoid,Acartia spp.,omnivore,[1] [A],omnivore; herbivore,0,omni,FALSE,13122966,0.002862254,12746100,0.029094405,15543,0.013366034,347400,8.561379216899293e-5,13923,5.724768523715294e-4
346037,Acartia (Acartiura) longiremis,Acartia (Acartiura) longiremis,352,"(Lilljeborg, 1853)",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acartiura) longiremis,urn:lsid:marinespecies.org:taxname:346037,"Acartia (Acartiura) longiremis (Lilljeborg, 1853)",Calanoid,Acartia longiremis,omnivore,[1] [A],suspension feeder,0,NA,NA,1015950,2.2158915007478692e-4,NA,NA,NA,NA,1015950,2.5037228599334593e-4,NA,NA
346037,Acartia (Acartiura) longiremis,Acartia (Acartiura) longiremis,352,"(Lilljeborg, 1853)",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acartiura) longiremis,urn:lsid:marinespecies.org:taxname:346037,"Acartia (Acartiura) longiremis (Lilljeborg, 1853)",Calanoid,Acartia longiremis,omnivore,[1] [A],omnivore; herbivore,0,NA,NA,1015950,2.2158915007478692e-4,NA,NA,NA,NA,1015950,2.5037228599334593e-4,NA,NA
346042,Acartia (Acartiura) tranteri,Acartia (Acartiura) tranteri,357,"Bradford, 1976",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acartiura) tranteri,urn:lsid:marinespecies.org:taxname:346042,"Acartia (Acartiura) tranteri Bradford, 1976",Calanoid,Acartia tranteri,omnivore,[1] [A],omnivore; herbivore,0,omni,TRUE,23235,5.067792609860401e-6,NA,NA,23232,0.019978106,NA,NA,3,1.2335204748363058e-7
346026,Acartia (Acartia) danae,Acartia (Acartia) danae,337,"Giesbrecht, 1889",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acartia) danae,urn:lsid:marinespecies.org:taxname:346026,"Acartia (Acartia) danae Giesbrecht, 1889",Calanoid,Acartia danae,omnivore,[1] [A],omnivore; herbivore,0,omni,TRUE,23008,5.0182815738182955e-6,13650,3.115765798909913e-5,4693,0.004035694,4650,1.1459531767006825e-6,15,6.167602374181528e-7
346030,Acartia (Acartia) negligens,Acartia (Acartia) negligens,341,"Dana, 1849",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acartia) negligens,urn:lsid:marinespecies.org:taxname:346030,"Acartia (Acartia) negligens Dana, 1849",Calanoid,Acartia negligens,omnivore,[1] [A],omnivore; herbivore,0,omni,TRUE,2372,5.173576100963576e-7,1350,3.0815266143065076e-6,1022,8.788577944453092e-4,NA,NA,NA,NA
345933,Acartia (Acanthacartia) fossae,Acartia (Acanthacartia) fossae,326,"Gurney, 1927",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acanthacartia) fossae,urn:lsid:marinespecies.org:taxname:345933,"Acartia (Acanthacartia) fossae Gurney, 1927",Calanoid,Acartiaossae,omnivore,[1] [A],omnivore; herbivore,0,omni,TRUE,2009,4.381835744871764e-7,NA,NA,2009,0.001727618,NA,NA,NA,NA
346059,Acartia (Odontacartia) pacifica,Acartia (Odontacartia) pacifica,374,"Steuer, 1915",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Odontacartia) pacifica,urn:lsid:marinespecies.org:taxname:346059,"Acartia (Odontacartia) pacifica Steuer, 1915",Calanoid,Acartia pacifica,omnivore,[1] [A],omnivore; herbivore,0,omni,TRUE,1241,2.706748710495699e-7,NA,NA,1238,0.001064605,NA,NA,3,1.2335204748363058e-7
345943,Acartia (Acanthacartia) tonsa,Acartia (Acanthacartia) tonsa,334,"Dana, 1849",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acanthacartia) tonsa,urn:lsid:marinespecies.org:taxname:345943,"Acartia (Acanthacartia) tonsa Dana, 1849",Calanoid,Acartia tonsa,omnivore,[1] [A],omnivore; herbivore,0,omni,TRUE,1051,2.2923391577203706e-7,0,0,1051,9.037960293170448e-4,NA,NA,NA,NA
346050,Acartia (Odontacartia) australis,Acartia (Odontacartia) australis,365,"Farran, 1936",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Odontacartia) australis,urn:lsid:marinespecies.org:taxname:346050,"Acartia (Odontacartia) australis Farran, 1936",Calanoid,Acartia australis,omnivore,[1] [A],omnivore; herbivore,0,omni,TRUE,646,1.4089924794361174e-7,NA,NA,646,5.555206802462521e-4,NA,NA,NA,NA
346049,Acartia (Odontacartia) amboinensis,Acartia (Odontacartia) amboinensis,364,"Carl, 1907",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Odontacartia) amboinensis,urn:lsid:marinespecies.org:taxname:346049,"Acartia (Odontacartia) amboinensis Carl, 1907",Calanoid,Acartia amboinensis,omnivore,[1] [A],omnivore; herbivore,0,omni,TRUE,72,1.570394094727561e-8,NA,NA,72,6.191561761258537e-5,NA,NA,NA,NA
346040,Acartia (Acartiura) simplex,Acartia (Acartiura) simplex,355,"Sars G.O., 1905",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acartiura) simplex,urn:lsid:marinespecies.org:taxname:346040,"Acartia (Acartiura) simplex Sars G.O., 1905",Calanoid,Acartia simplex,omnivore,[1] [A],omnivore; herbivore,0,omni,TRUE,59,1.2868507165128626e-8,NA,NA,59,5.073640887697969e-5,NA,NA,NA,NA
345940,Acartia (Acanthacartia) sinjiensis,Acartia (Acanthacartia) sinjiensis,331,"Mori, 1940",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acanthacartia) sinjiensis,urn:lsid:marinespecies.org:taxname:345940,"Acartia (Acanthacartia) sinjiensis Mori, 1940",Calanoid,Acartia sinjiensis,omnivore,[1] [A],not determined,0,omni,TRUE,37,8.07008076457219e-9,NA,NA,37,3.181774793980082e-5,NA,NA,NA,NA
346051,Acartia (Odontacartia) bispinosa,Acartia (Odontacartia) bispinosa,366,"Carl, 1907",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Odontacartia) bispinosa,urn:lsid:marinespecies.org:taxname:346051,"Acartia (Odontacartia) bispinosa Carl, 1907",Calanoid,Acartia bispinosa,omnivore,[1] [A],not determined,0,omni,TRUE,25,5.452757273359587e-9,NA,NA,25,2.1498478337703255e-5,NA,NA,NA,NA
416442,Acartia (Acanthacartia) pietschmani,Acartia (Acanthacartia) pietschmani,329,"Pesta, 1912",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acanthacartia) pietschmani,urn:lsid:marinespecies.org:taxname:416442,"Acartia (Acanthacartia) pietschmani Pesta, 1912",Calanoid,Acartia pietschmani,omnivore,[1] [A],not determined,0,omni,TRUE,3,6.543308728031505e-10,NA,NA,3,2.5798174005243908e-6,NA,NA,NA,NA
149755,Acartia (Acartiura) clausi,Acartia (Acartiura) clausi,343,"Giesbrecht, 1889",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acartiura) clausi,urn:lsid:marinespecies.org:taxname:149755,"Acartia (Acartiura) clausi Giesbrecht, 1889",Calanoid,Acartia clausi,omnivore,[1] [A],omnivore; herbivore,0,omni,TRUE,2,4.3622058186876703e-10,NA,NA,2,1.7198782670162606e-6,NA,NA,NA,NA
104192,Acrocalanus,Acrocalanus,390,"Giesbrecht, 1888",180,Genus,104093,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,NA,urn:lsid:marinespecies.org:taxname:104192,"Acrocalanus Giesbrecht, 1888",Calanoid,Acrocalanus spp.,omnivore,[A],not determined,0,omni,TRUE,9694,2.1143611603179137e-6,300,6.847836920681128e-7,9394,0.008078268,NA,NA,NA,NA
220838,Acrocalanus gracilis,Acrocalanus gracilis,393,"Giesbrecht, 1888",220,Species,104192,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus gracilis,urn:lsid:marinespecies.org:taxname:220838,"Acrocalanus gracilis Giesbrecht, 1888",Calanoid,Acrocalanus gracilis,omnivore,[A],omnivore; herbivore,0,omni,TRUE,296,6.456064611657752e-8,NA,NA,296,2.545419835184066e-4,NA,NA,NA,NA
104645,Acrocalanus gibber,Acrocalanus gibber,392,"Giesbrecht, 1888",220,Species,104192,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus gibber,urn:lsid:marinespecies.org:taxname:104645,"Acrocalanus gibber Giesbrecht, 1888",Calanoid,Acrocalanus gibber,omnivore,[A],omnivore; herbivore,0,omni,TRUE,80,1.744882327475068e-8,NA,NA,80,6.879513068065042e-5,NA,NA,NA,NA
220839,Acrocalanus monachus,Acrocalanus monachus,395,"Giesbrecht, 1888",220,Species,104192,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus monachus,urn:lsid:marinespecies.org:taxname:220839,"Acrocalanus monachus Giesbrecht, 1888",Calanoid,Acrocalanus monachus,omnivore,[A],omnivore; herbivore,0,omni,TRUE,28,6.107088146162738e-9,NA,NA,28,2.4078295738227648e-5,NA,NA,NA,NA
104646,Acrocalanus longicornis,Acrocalanus longicornis,394,"Giesbrecht, 1888",220,Species,104192,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus longicornis,urn:lsid:marinespecies.org:taxname:104646,"Acrocalanus longicornis Giesbrecht, 1888",Calanoid,Acrocalanus longicornis,omnivore,[A],omnivore; herbivore,0,omni,TRUE,3,6.543308728031505e-10,NA,NA,3,2.5798174005243908e-6,NA,NA,NA,NA
104275,Aetideus armatus,Aetideus armatus,413,"(Boeck, 1872)",220,Species,104112,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,Aetideus armatus,urn:lsid:marinespecies.org:taxname:104275,"Aetideus armatus (Boeck, 1872)",Calanoid,Aetideus armatus,carnivore,[1] [2] [A],omnivore; carnivore,0,omni,FALSE,601,1.310842848515645e-7,600,1.3695673841362256e-6,1,8.599391335081303e-7,NA,NA,NA,NA
104276,Aetideus giesbrechti,Aetideus giesbrechti,417,"Cleve, 1904",220,Species,104112,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,Aetideus giesbrechti,urn:lsid:marinespecies.org:taxname:104276,"Aetideus giesbrechti Cleve, 1904",Calanoid,Aetideus giesbrechti,carnivore,[2] [A],carnivore,0,NA,NA,96,2.0938587929700816e-8,96,2.191307814617961e-7,NA,NA,NA,NA,NA,NA
104276,Aetideus giesbrechti,Aetideus giesbrechti,417,"Cleve, 1904",220,Species,104112,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,Aetideus giesbrechti,urn:lsid:marinespecies.org:taxname:104276,"Aetideus giesbrechti Cleve, 1904",Calanoid,Aetideus giesbrechti,carnivore,[2] [A],omnivore; carnivore,0,NA,NA,96,2.0938587929700816e-8,96,2.191307814617961e-7,NA,NA,NA,NA,NA,NA
341238,Aetideus australis,Aetideus australis,414,"(Vervoort, 1957)",220,Species,104112,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,Aetideus australis,urn:lsid:marinespecies.org:taxname:341238,"Aetideus australis (Vervoort, 1957)",Calanoid,Aetideus australis,carnivore,Derived at genus level,not determined,0,NA,NA,6,1.308661745606301e-9,NA,NA,NA,NA,NA,NA,6,2.4670409496726115e-7
104112,Aetideus,Aetideus,410,"Brady, 1883",180,Genus,104075,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,NA,urn:lsid:marinespecies.org:taxname:104112,"Aetideus Brady, 1883",Calanoid,Aetideus spp.,carnivore,[A] *,omnivore,0,omni,TRUE,4,8.724411637375341e-10,0,0,1,8.599391335081303e-7,NA,NA,3,1.2335204748363058e-7
104273,Aetideus acutus,Aetideus acutus,411,"Farran, 1929",220,Species,104112,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,Aetideus acutus,urn:lsid:marinespecies.org:taxname:104273,"Aetideus acutus Farran, 1929",Calanoid,Aetideus acutus,carnivore,[A],omnivore; carnivore,0,omni,FALSE,1,2.181102909343835e-10,0,0,1,8.599391335081303e-7,NA,NA,NA,NA
345717,Aetideus pseudarmatus,Aetideus pseudarmatus,419,"Bradford, 1971",220,Species,104112,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,Aetideus pseudarmatus,urn:lsid:marinespecies.org:taxname:345717,"Aetideus pseudarmatus Bradford, 1971",Calanoid,Aetideus pseudarmatus,carnivore,Derived at genus level,not determined,0,omni,FALSE,1,2.181102909343835e-10,NA,NA,1,8.599391335081303e-7,NA,NA,NA,NA
128795,Agetus flaccus,Agetus flaccus,3653,"(Giesbrecht, 1891)",220,Species,128633,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Agetus,Agetus flaccus,urn:lsid:marinespecies.org:taxname:128795,"Agetus flaccus (Giesbrecht, 1891)",Non-calanoid,Agetus flaccus,carnivore,[A] [C],carnivore,0,carn,TRUE,305,6.652363873498697e-8,NA,NA,305,2.6228143571997974e-4,NA,NA,NA,NA
128796,Agetus limbatus,Agetus limbatus,3654,"(Brady, 1883)",220,Species,128633,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Agetus,Agetus limbatus,urn:lsid:marinespecies.org:taxname:128796,"Agetus limbatus (Brady, 1883)",Non-calanoid,Agetus limbatus,carnivore,[A] [C],carnivore,0,carn,TRUE,42,9.160632219244107e-9,NA,NA,42,3.611744360734147e-5,NA,NA,NA,NA
128633,Agetus,Agetus,3652,"KrÃ¸yer, 1849",180,Genus,128569,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Agetus,NA,urn:lsid:marinespecies.org:taxname:128633,"Agetus KrÃ¸yer, 1849",Non-calanoid,Agetus spp.,carnivore,[A] [C],not determined,0,carn,TRUE,32,6.9795293099002724e-9,NA,NA,32,2.751805227226017e-5,NA,NA,NA,NA
128797,Agetus typicus,Agetus typicus,3655,"KrÃ¸yer, 1849",220,Species,128633,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Agetus,Agetus typicus,urn:lsid:marinespecies.org:taxname:128797,"Agetus typicus KrÃ¸yer, 1849",Non-calanoid,Agetus typicus,carnivore,[A] [C],carnivore,0,carn,TRUE,23,5.01653669149082e-9,NA,NA,23,1.9778600070686997e-5,NA,NA,NA,NA
115427,Alteutha,Alteutha,3658,"Baird, 1846",180,Genus,587513,Animalia,Arthropoda,Copepoda,Harpacticoida,Peltidiidae,Alteutha,NA,urn:lsid:marinespecies.org:taxname:115427,"Alteutha Baird, 1846",Non-calanoid,Alteutha spp.,NA,,not determined,0,NA,NA,1779,3.880182075722683e-7,1761,4.019680272439822e-6,NA,NA,18,4.435947780776836e-9,NA,NA
