aphiaID,scientificName,verbatimScientificName,taxonID,valid_authority,taxonRankID,taxonRank,parentNameUsageID,kingdom,phylum,class,order,family,genus,species,acceptedNameUsageID,acceptedNameUsage,majorgroup,taxon,FG_latest,References,Pata&Hunt_traitValue,filter_or_not,campbell_diet,same_or_not,Global_totalAbundance,Global_relativeAbundance,NAtlantic_totalAbundance,NAtlantic_relativeAbundance,AusCPR_totalAbundance,AusCPR_relativeAbundance,NPacific_totalAbundance,NPacific_relativeAbundance,SOCPR_totalAbundance,SOCPR_relativeAbundance
344974,Paraeuchaeta antarctica,Euchaeta antarctica,1576,"(Giesbrecht, 1902)",220,Species,196874,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta antarctica,urn:lsid:marinespecies.org:taxname:344974,"Paraeuchaeta antarctica (Giesbrecht, 1902)",Calanoid,Paraeuchaeta antarctica,carnivore,[5] [2] [A],carnivore,0,carn,TRUE,1091,2.379583274094124e-7,NA,NA,2,1.7198782670162606e-6,NA,NA,1089,4.477679323655789e-5
344996,Paraeuchaeta biloba,Paraeuchaeta biloba,1579,"Farran, 1929",220,Species,196874,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta biloba,urn:lsid:marinespecies.org:taxname:344996,"Paraeuchaeta biloba Farran, 1929",Calanoid,Paraeuchaeta biloba,carnivore,[5] [2] [A],not determined,0,carn,TRUE,930,2.0284257056897666e-7,NA,NA,18,1.5478904403146344e-5,NA,NA,912,3.7499022435023696e-5
104561,Paraeuchaeta gracilis,Paraeuchaeta gracilis,1600,"(Sars G.O., 1905)",220,Species,196874,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta gracilis,urn:lsid:marinespecies.org:taxname:104561,"Paraeuchaeta gracilis (Sars G.O., 1905)",Calanoid,Paraeuchaeta gracilis,carnivore,[5] [2] [A],carnivore,0,NA,NA,81,1.766693356568506e-8,81,1.848915968583905e-7,NA,NA,NA,NA,NA,NA
104557,Paraeuchaeta barbata,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,Paracalanus barbatus,urn:lsid:marinespecies.org:taxname:104557,"Unaccepted; Paraeuchaeta barbata (Brady, 1883)",Calanoid,Paraeuchaeta barbata,carnivore,[5] [2] [A],not determined,0,NA,NA,42,9.160632219244107e-9,NA,NA,NA,NA,NA,NA,42,1.726928664770828e-6
104560,Paraeuchaeta glacialis,Paraeuchaeta glacialis,1598,"(Hansen, 1886)",220,Species,196874,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta glacialis,urn:lsid:marinespecies.org:taxname:104560,"Paraeuchaeta glacialis (Hansen, 1886)",Calanoid,Paraeuchaeta glacialis,carnivore,[5] [2] [A],carnivore,0,NA,NA,21,4.580316109622054e-9,0,0,NA,NA,21,5.1752724109063085e-9,NA,NA
104573,Paraeuchaeta tumidula,Paraeuchaeta pseudotumidula,1649,"(Sars G.O., 1905)",220,Species,196874,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta tumidula,urn:lsid:marinespecies.org:taxname:104573,"Paraeuchaeta tumidula (Sars G.O., 1905)",Calanoid,Paraeuchaeta tumidula,carnivore,[5] [2] [A],carnivore,0,carn,TRUE,1,2.181102909343835e-10,NA,NA,1,8.599391335081303e-7,NA,NA,NA,NA
359879,Paraeuchaeta tonsa,Paraeuchaeta tonsa,1645,"(Giesbrecht, 1895)",220,Species,196874,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta tonsa,urn:lsid:marinespecies.org:taxname:359879,"Paraeuchaeta tonsa (Giesbrecht, 1895)",Calanoid,Paraeuchaeta tonsa,carnivore,[5] [2] [A],not determined,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
345232,Paraheterorhabdus farrani,Heterorhabdus farrani,1657,"(Brady, 1918)",220,Species,254394,Animalia,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,Paraheterorhabdus,Paraheterorhabdus farrani,urn:lsid:marinespecies.org:taxname:345232,"Paraheterorhabdus farrani (Brady, 1918)",Calanoid,Paraheterorhabdus farrani,carnivore,[A],omnivore; carnivore,0,NA,NA,3,6.543308728031505e-10,NA,NA,NA,NA,NA,NA,3,1.2335204748363058e-7
345234,Paralabidocera antarctica,Paralabidocera antarctica,1664,"(Thompson I.C., 1898)",220,Species,345233,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Paralabidocera,Paralabidocera antarctica,urn:lsid:marinespecies.org:taxname:345234,"Paralabidocera antarctica (Thompson I.C., 1898)",Calanoid,Paralabidocera antarctica,carnivore,Derived at family level,not determined,0,NA,NA,126,2.748189665773232e-8,NA,NA,NA,NA,NA,NA,126,5.180785994312483e-6
104686,Parapontella brevicornis,Parapontella brevicornis,1688,"(Lubbock, 1857)",220,Species,104197,Animalia,Arthropoda,Copepoda,Calanoida,Parapontellidae,Parapontella,Parapontella brevicornis,urn:lsid:marinespecies.org:taxname:104686,"Parapontella brevicornis (Lubbock, 1857)",Calanoid,Parapontella brevicornis,carnivore,[2],carnivore,0,NA,NA,2100,4.580316109622054e-7,2100,4.79348584447679e-6,NA,NA,NA,NA,NA,NA
724226,Parathalestris croni,Parathalestris cronii,4193,"(KrÃ¸yer in Gaimard, 1842)",220,Species,115465,Animalia,Arthropoda,Copepoda,Harpacticoida,Thalestridae,Parathalestris,Parathalestris croni,urn:lsid:marinespecies.org:taxname:724226,"Parathalestris croni (KrÃ¸yer in Gaimard, 1842)",Non-calanoid,Parathalestris croni,NA,,not determined,0,NA,NA,276,6.019844029788984e-8,276,6.300009967026638e-7,NA,NA,NA,NA,NA,NA
360047,Pareucalanus sewelli,Pareucalanus sewelli,1714,"(Fleminger, 1973)",220,Species,237967,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Pareucalanus,Pareucalanus sewelli,urn:lsid:marinespecies.org:taxname:360047,"Pareucalanus sewelli (Fleminger, 1973)",Calanoid,Pareucalanus sewelli,omnivore,[1] [A],omnivore; herbivore,0,omni,TRUE,36,7.851970473637805e-9,NA,NA,36,3.095780880629269e-5,NA,NA,NA,NA
237967,Pareucalanus,Pareucalanus,1709,"Geletin, 1976",180,Genus,104085,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Pareucalanus,NA,urn:lsid:marinespecies.org:taxname:237967,"Pareucalanus Geletin, 1976",Calanoid,Pareucalanus spp.,omnivore,[1] [A],not determined,0,omni,TRUE,32,6.9795293099002724e-9,NA,NA,32,2.751805227226017e-5,NA,NA,NA,NA
354594,Pareucalanus langae,Pareucalanus langae,1711,"(Fleminger, 1973)",220,Species,237967,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Pareucalanus,Pareucalanus langae,urn:lsid:marinespecies.org:taxname:354594,"Pareucalanus langae (Fleminger, 1973)",Calanoid,Pareucalanus langae,omnivore,[1],not determined,0,omni,TRUE,5,1.0905514546719175e-9,NA,NA,5,4.299695667540651e-6,NA,NA,NA,NA
237968,Pareucalanus attenuatus,Eucalanus attenuatus,1710,"(Dana, 1849)",220,Species,237967,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Pareucalanus,Pareucalanus attenuatus,urn:lsid:marinespecies.org:taxname:237968,"Pareucalanus attenuatus (Dana, 1849)",Calanoid,Pareucalanus attenuatus,omnivore,[1],omnivore; herbivore,0,NA,NA,1,2.181102909343835e-10,NA,NA,1,8.599391335081303e-7,NA,NA,NA,NA
360051,Parvocalanus crassirostris,Paracalanus crassirostris,1725,"(Dahl F., 1894)",220,Species,347746,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Parvocalanus,Parvocalanus crassirostris,urn:lsid:marinespecies.org:taxname:360051,"Parvocalanus crassirostris (Dahl F., 1894)",Calanoid,Parvocalanus crassirostris,omnivore,[C],not determined,0,omni,TRUE,98,2.137480851156958e-8,NA,NA,98,8.427403508379678e-5,NA,NA,NA,NA
360054,Parvocalanus serratipes,Parvocalanus serratipes,1730,"(Sewell, 1912)",220,Species,347746,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Parvocalanus,Parvocalanus serratipes,urn:lsid:marinespecies.org:taxname:360054,"Parvocalanus serratipes (Sewell, 1912)",Calanoid,Parvocalanus cf. serratipes,omnivore,[C],not determined,0,omni,TRUE,50,1.0905514546719177e-8,NA,NA,50,4.299695667540651e-5,NA,NA,NA,NA
347746,Parvocalanus,Parvocalanus,1723,"Andronov, 1970",180,Genus,104093,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Parvocalanus,NA,urn:lsid:marinespecies.org:taxname:347746,"Parvocalanus Andronov, 1970",Calanoid,Parvocalanus spp.,omnivore,[C],not determined,0,omni,TRUE,5,1.0905514546719175e-9,NA,NA,5,4.299695667540651e-6,NA,NA,NA,NA
104698,Phaenna spinifera,Phaenna spinifera,1743,"Claus, 1863",220,Species,104202,Animalia,Arthropoda,Copepoda,Calanoida,Phaennidae,Phaenna,Phaenna spinifera,urn:lsid:marinespecies.org:taxname:104698,"Phaenna spinifera Claus, 1863",Calanoid,Phaenna spinifera,carnivore,[2],not determined,0,omni,TRUE,2,4.3622058186876703e-10,0,0,2,1.7198782670162606e-6,NA,NA,NA,NA
104638,Pleuromamma borealis,Pleuromamma borealis,1761,"Dahl F., 1893",220,Species,104191,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma borealis,urn:lsid:marinespecies.org:taxname:104638,"Pleuromamma borealis Dahl F., 1893",Calanoid,Pleuromamma borealis,omnivore,[1] [A],omnivore,0,omni,TRUE,78402,1.7100283029837535e-5,72609,1.6573819699124536e-4,1089,9.36473716390354e-4,24,5.914597041035781e-9,4680,1.9242919407446368e-4
104191,Pleuromamma,Pleuromamma,1758,"Giesbrecht in Giesbrecht & Schmeil, 1898",180,Genus,104092,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,NA,urn:lsid:marinespecies.org:taxname:104191,"Pleuromamma Giesbrecht in Giesbrecht & Schmeil, 1898",Calanoid,Pleuromamma spp.,omnivore,[1] [A],not determined,0,omni,TRUE,59208,1.2913874105642978e-5,52035,1.1877573138921415e-4,4287,0.003686559,48,1.1829194082071562e-8,2838,1.1669103691951452e-4
1436445,Pleuromamma gracilis gracilis,Pleuromamma gracilis,1762,"Claus, 1863",230,Subspecies,104191,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma gracilis,urn:lsid:marinespecies.org:taxname:1436445,"Pleuromamma gracilis gracilis Claus, 1863",Calanoid,Pleuromamma gracilis,omnivore,[1] [A],omnivore,0,omni,TRUE,42512,9.272304688202511e-6,38712,8.836448762446928e-5,3800,0.003267769,NA,NA,NA,NA
104640,Pleuromamma piseki,Pleuromamma piseki,1765,"Farran, 1929",220,Species,104191,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma piseki,urn:lsid:marinespecies.org:taxname:104640,"Pleuromamma piseki Farran, 1929",Calanoid,Pleuromamma piseki,omnivore,[1] [A],omnivore,0,omni,TRUE,22961,5.00803039014438e-6,20154,4.600376843313582e-5,1556,0.001338065,6,1.478649260258945e-9,1245,5.119109970570669e-5
596242,Pleuromamma abdominalis abdominalis,Pleuromamma abdominalis,1759,"(Lubbock, 1856)",230,Subspecies,104191,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis,urn:lsid:marinespecies.org:taxname:596242,"Pleuromamma abdominalis abdominalis (Lubbock, 1856)",Calanoid,Pleuromamma abdominalis,omnivore,[1] [A],suspension feeder,0,omni,TRUE,15849,3.456830001019044e-6,14877,3.3958423289657715e-5,972,8.358608377699026e-4,NA,NA,NA,NA
596242,Pleuromamma abdominalis abdominalis,Pleuromamma abdominalis,1759,"(Lubbock, 1856)",230,Subspecies,104191,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis,urn:lsid:marinespecies.org:taxname:596242,"Pleuromamma abdominalis abdominalis (Lubbock, 1856)",Calanoid,Pleuromamma abdominalis,omnivore,[1] [A],omnivore,0,omni,TRUE,15849,3.456830001019044e-6,14877,3.3958423289657715e-5,972,8.358608377699026e-4,NA,NA,NA,NA
746007,Pleuromamma robusta robusta,Pleuromamma robusta,1767,"(Dahl F., 1893)",230,Subspecies,104191,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma robusta,urn:lsid:marinespecies.org:taxname:746007,"Pleuromamma robusta robusta (Dahl F., 1893)",Calanoid,Pleuromamma robusta,omnivore,[1] [A],omnivore,0,omni,TRUE,15832,3.4531221260731595e-6,15717,3.587581762744843e-5,115,9.8893000353435e-5,NA,NA,NA,NA
104643,Pleuromamma xiphias,Pleuromama xiphias,1769,"(Giesbrecht, 1889)",220,Species,104191,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma xiphias,urn:lsid:marinespecies.org:taxname:104643,"Pleuromamma xiphias (Giesbrecht, 1889)",Calanoid,Pleuromamma xiphias,omnivore,[1] [A],suspension feeder,0,omni,TRUE,3168,6.909734016801269e-7,3105,7.087511212904968e-6,6,5.1596348010487815e-6,36,8.871895561553672e-9,21,8.634643323854139e-7
104643,Pleuromamma xiphias,Pleuromama xiphias,1769,"(Giesbrecht, 1889)",220,Species,104191,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma xiphias,urn:lsid:marinespecies.org:taxname:104643,"Pleuromamma xiphias (Giesbrecht, 1889)",Calanoid,Pleuromamma xiphias,omnivore,[1] [A],omnivore,0,omni,TRUE,3168,6.909734016801269e-7,3105,7.087511212904968e-6,6,5.1596348010487815e-6,36,8.871895561553672e-9,21,8.634643323854139e-7
104642,Pleuromamma robusta,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma robusta,urn:lsid:marinespecies.org:taxname:746007,"Pleuromamma robusta robusta (Dahl F., 1893)",Calanoid,Pleuromamma robusta,omnivore,[1] [A],not determined,0,NA,NA,2442,5.326253304617645e-7,NA,NA,NA,NA,27,6.653921671165253e-9,2415,9.92983982243226e-5
104639,Pleuromamma gracilis,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma gracilis,urn:lsid:marinespecies.org:taxname:104639,"Pleuromamma gracilis Claus, 1863",Calanoid,Pleuromamma gracilis,omnivore,[1] [A],not determined,0,NA,NA,612,1.334834980518427e-7,NA,NA,NA,NA,9,2.217973890388418e-9,603,2.4793761544209744e-5
104637,Pleuromamma abdominalis,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis,urn:lsid:marinespecies.org:taxname:104637,"Alternative representation; Pleuromamma abdominalis (Lubbock, 1856)",Calanoid,Pleuromamma abdominalis,omnivore,[1] [A],not determined,0,NA,NA,150,3.271654364015752e-8,NA,NA,NA,NA,72,1.7743791123107345e-8,78,3.2071532345743946e-6
224185,Pleuromamma quadrungulata quadrungulata,Pleuromamma quadrungulata,1766,"(Dahl F., 1893)",230,Subspecies,104191,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma quadrungulata,urn:lsid:marinespecies.org:taxname:224185,"Pleuromamma quadrungulata quadrungulata (Dahl F., 1893)",Calanoid,Pleuromamma quadrungulata,omnivore,[1] [A],omnivore,0,omni,TRUE,53,1.1559845419522324e-8,NA,NA,53,4.55767740759309e-5,NA,NA,NA,NA
220900,Pleuromamma indica,Pleuromamma indica,1763,"Wolfenden, 1905",220,Species,104191,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma indica,urn:lsid:marinespecies.org:taxname:220900,"Pleuromamma indica Wolfenden, 1906",Calanoid,Pleuromamma indica,omnivore,[1] [A],omnivore,0,NA,NA,12,2.617323491212602e-9,NA,NA,12,1.0319269602097565e-5,NA,NA,NA,NA
104209,Pontella,Pontella,1770,"Dana, 1846",180,Genus,104097,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Pontella,NA,urn:lsid:marinespecies.org:taxname:104209,"Pontella Dana, 1846",Calanoid,Pontella spp.,carnivore,[C] [A],not determined,0,carn,TRUE,16,3.4897646549501362e-9,NA,NA,16,1.3759026136130085e-5,NA,NA,NA,NA
354875,Pontella novaezealandiae,Pontella novaezealandiae,1798,"Farran, 1929",220,Species,104209,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Pontella,Pontella novaezealandiae,urn:lsid:marinespecies.org:taxname:354875,"Pontella novaezealandiae Farran, 1929",Calanoid,Pontella novaezealandiae,carnivore,[C],not determined,0,carn,TRUE,3,6.543308728031505e-10,NA,NA,3,2.5798174005243908e-6,NA,NA,NA,NA
104740,Pontella securifer,Pontella securifer,1803,"Brady, 1883",220,Species,104209,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Pontella,Pontella securifer,urn:lsid:marinespecies.org:taxname:104740,"Pontella securifer Brady, 1883",Calanoid,Pontella securifer,carnivore,[C] [A],carnivore,0,carn,TRUE,1,2.181102909343835e-10,NA,NA,1,8.599391335081303e-7,NA,NA,NA,NA
104743,Pontellina plumata,Pontellina plumata,1817,"(Dana, 1849)",220,Species,104210,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Pontellina,Pontellina plumata,urn:lsid:marinespecies.org:taxname:104743,"Pontellina plumata (Dana, 1849)",Calanoid,Pontellina plumata,carnivore,[C] [A],carnivore,0,carn,TRUE,127,2.7700006948666705e-8,99,2.2597861838247726e-7,28,2.4078295738227648e-5,NA,NA,NA,NA
104210,Pontellina,Pontellina,1814,"Dana, 1852-1853",180,Genus,104097,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Pontellina,NA,urn:lsid:marinespecies.org:taxname:104210,"Pontellina Dana, 1852-1853",Calanoid,Pontellina spp.,carnivore,[C] [A],not determined,0,carn,TRUE,20,4.36220581868767e-9,NA,NA,20,1.7198782670162604e-5,NA,NA,NA,NA
220928,Pontellina morii,Pontellina morii,1815,"Fleminger & Hulsemann, 1974",220,Species,104210,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Pontellina,Pontellina morii,urn:lsid:marinespecies.org:taxname:220928,"Pontellina morii Fleminger & Hulsemann, 1974",Calanoid,Pontellina morii,carnivore,[C],not determined,0,carn,TRUE,10,2.181102909343835e-9,NA,NA,10,8.599391335081302e-6,NA,NA,NA,NA
360246,Pontellopsis krameri,Pontellopsis krameri,1827,"(Giesbrecht, 1896)",220,Species,104211,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Pontellopsis,Pontellopsis krameri,urn:lsid:marinespecies.org:taxname:360246,"Pontellopsis krameri (Giesbrecht, 1896)",Calanoid,Pontellopsis krameri,carnivore,[C],not determined,0,carn,TRUE,9,1.962992618409451e-9,NA,NA,9,7.739452201573172e-6,NA,NA,NA,NA
104211,Pontellopsis,Pontellopsis,1819,"Brady, 1883",180,Genus,104097,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Pontellopsis,NA,urn:lsid:marinespecies.org:taxname:104211,"Pontellopsis Brady, 1883",Calanoid,Pontellopsis spp.,carnivore,Derived at family level,not determined,0,NA,NA,2,4.3622058186876703e-10,NA,NA,2,1.7198782670162606e-6,NA,NA,NA,NA
104745,Pontellopsis regalis,Pontellopsis regalis,1835,"(Dana, 1849)",220,Species,104211,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Pontellopsis,Pontellopsis regalis,urn:lsid:marinespecies.org:taxname:104745,"Pontellopsis regalis (Dana, 1849)",Calanoid,Pontellopsis regalis,carnivore,Derived at family level,not determined,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
345251,Pseudoamallothrix ovata,Pseudoamallothrix ovata,1889,"(Farran, 1905)",220,Species,345245,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Pseudoamallothrix,Pseudoamallothrix ovata,urn:lsid:marinespecies.org:taxname:345251,"Pseudoamallothrix ovata (Farran, 1905)",Calanoid,Pseudoamallothrix ovata,omnivore,[C],detritivore,0,omni,TRUE,3,6.543308728031505e-10,NA,NA,3,2.5798174005243908e-6,NA,NA,NA,NA
104165,Pseudocalanus,Pseudocalanus,1893,"Boeck, 1872",180,Genus,104082,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,urn:lsid:marinespecies.org:taxname:104165,"Pseudocalanus Boeck, 1872",Calanoid,Pseudocalanus spp.,omnivore,[1] [A],not determined,0,NA,NA,4159350,9.07197038597928e-4,4159350,0.009494183,NA,NA,NA,NA,NA,NA
355135,Pseudodiaptomus baylyi,Pseudodiaptomus baylyi,1988,"Walter, 1984",220,Species,157680,Animalia,Arthropoda,Copepoda,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,Pseudodiaptomus baylyi,urn:lsid:marinespecies.org:taxname:355135,"Pseudodiaptomus baylyi Walter, 1984",Calanoid,Pseudodiaptomus baylyi,omnivore,[C],not determined,0,omni,TRUE,2,4.3622058186876703e-10,NA,NA,2,1.7198782670162606e-6,NA,NA,NA,NA
355172,Pseudodiaptomus mertoni,Pseudodiaptomus mertoni,2025,"FrÃ¼chtl, 1924",220,Species,157680,Animalia,Arthropoda,Copepoda,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,Pseudodiaptomus mertoni,urn:lsid:marinespecies.org:taxname:355172,"Pseudodiaptomus mertoni FrÃ¼chtl, 1924",Calanoid,Pseudodiaptomus mertoni,omnivore,[C],not determined,0,omni,TRUE,1,2.181102909343835e-10,NA,NA,1,8.599391335081303e-7,NA,NA,NA,NA
157680,Pseudodiaptomus,Pseudodiaptomus,1980,"Herrick, 1884",180,Genus,104100,Animalia,Arthropoda,Copepoda,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,NA,urn:lsid:marinespecies.org:taxname:157680,"Pseudodiaptomus Herrick, 1884",Calanoid,Pseudodiaptomus spp. ,omnivore,,not determined,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
220837,Rhincalanus gigas,Rhincalanus gigas,2077,"Brady, 1883",220,Species,104172,Animalia,Arthropoda,Copepoda,Calanoida,Rhincalanidae,Rhincalanus,Rhincalanus gigas,urn:lsid:marinespecies.org:taxname:220837,"Rhincalanus gigas Brady, 1883",Calanoid,Nauplii Rhincalanus gigas,omnivore,[1] [C] [P],omnivore; herbivore,0,omni,TRUE,460783,1.0050151418761804e-4,NA,NA,568,4.88445427832618e-4,NA,NA,460215,0.018922821
104543,Rhincalanus nasutus,Rhincalanus nasutus,2078,"Giesbrecht, 1888",220,Species,104172,Animalia,Arthropoda,Copepoda,Calanoida,Rhincalanidae,Rhincalanus,Rhincalanus nasutus,urn:lsid:marinespecies.org:taxname:104543,"Rhincalanus nasutus Giesbrecht, 1888",Calanoid,Rhincalanus nasutus,omnivore,[1] [C],suspension feeder,0,omni,TRUE,3084,6.726521372416386e-7,2985,6.813597736077723e-6,78,6.707525241363416e-5,18,4.435947780776836e-9,3,1.2335204748363058e-7
104543,Rhincalanus nasutus,Rhincalanus nasutus,2078,"Giesbrecht, 1888",220,Species,104172,Animalia,Arthropoda,Copepoda,Calanoida,Rhincalanidae,Rhincalanus,Rhincalanus nasutus,urn:lsid:marinespecies.org:taxname:104543,"Rhincalanus nasutus Giesbrecht, 1888",Calanoid,Rhincalanus nasutus,omnivore,[1] [C] [P],omnivore; herbivore,0,omni,TRUE,3084,6.726521372416386e-7,2985,6.813597736077723e-6,78,6.707525241363416e-5,18,4.435947780776836e-9,3,1.2335204748363058e-7
104172,Rhincalanus,Rhincalanus,2075,"Dana, 1852-1853",180,Genus,345271,Animalia,Arthropoda,Copepoda,Calanoida,Rhincalanidae,Rhincalanus,NA,urn:lsid:marinespecies.org:taxname:104172,"Rhincalanus Dana, 1852-1853",Calanoid,Nauplii calanoid (Rhincalanus?),omnivore,[1] [C],not determined,0,omni,TRUE,662,1.443890125985619e-7,NA,NA,47,4.041713927488212e-5,NA,NA,615,2.5287169734144265e-5
1488083,Rhincalanus cornutus cornutus,Rhincalanus cornutus,2076,"(Dana, 1849)",230,Subspecies,104172,Animalia,Arthropoda,Copepoda,Calanoida,Rhincalanidae,Rhincalanus,Rhincalanus cornutus,urn:lsid:marinespecies.org:taxname:1488083,"Rhincalanus cornutus cornutus (Dana, 1849)",Calanoid,Rhincalanus cornutus,omnivore,[1] [C] [P],omnivore; herbivore,0,omni,TRUE,584,1.2737640990567996e-7,549,1.2531541564846465e-6,35,3.009786967278456e-5,NA,NA,NA,NA
356829,Rhincalanus rostrifrons,Rhincalanus rostrifrons,2079,"(Dana, 1849)",220,Species,104172,Animalia,Arthropoda,Copepoda,Calanoida,Rhincalanidae,Rhincalanus,Rhincalanus rostrifrons,urn:lsid:marinespecies.org:taxname:356829,"Rhincalanus rostrifrons (Dana, 1849)",Calanoid,Rhincalanus rostrifrons,omnivore,[1] [C],not determined,0,omni,TRUE,10,2.181102909343835e-9,NA,NA,10,8.599391335081302e-6,NA,NA,NA,NA
104542,Rhincalanus cornutus cornutus,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Copepoda,Calanoida,Rhincalanidae,Rhincalanus,Rhincalanus cornutus cornutus,urn:lsid:marinespecies.org:taxname:1488083,"Rhincalanus cornutus cornutus (Dana, 1849-1852)",Calanoid,Rhincalanus cornutus,omnivore,[1],not determined,0,NA,NA,6,1.308661745606301e-9,NA,NA,NA,NA,6,1.478649260258945e-9,NA,NA
128722,Sapphirina,Sapphirina,4246,"Thompson J., 1829",180,Genus,128595,Animalia,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Sapphirina,NA,urn:lsid:marinespecies.org:taxname:128722,"Sapphirina Thompson J., 1829",Non-calanoid,Sapphirina ovatolanceolata / gemma,carnivore,[2] [A] [P],parasite,0,omni,FALSE,4919,1.0728845211062323e-6,3282,7.491533591225155e-6,1244,0.001069764,129,3.1790959095567326e-8,264,1.0854980178559487e-5
129058,Sapphirina scarlata,Sapphirina scarlata,4263,"Giesbrecht, 1891",220,Species,128722,Animalia,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Sapphirina,Sapphirina scarlata,urn:lsid:marinespecies.org:taxname:129058,"Sapphirina scarlata Giesbrecht, 1891",Non-calanoid,Sapphirina scarlata,carnivore,[2] [A] [P],carnivore,0,omni,FALSE,273,5.954410942508669e-8,NA,NA,273,2.3476338344771957e-4,NA,NA,NA,NA
129053,Sapphirina nigromaculata,Sapphirina nigromaculata,4258,"Claus, 1863",220,Species,128722,Animalia,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Sapphirina,Sapphirina nigromaculata,urn:lsid:marinespecies.org:taxname:129053,"Sapphirina nigromaculata Claus, 1863",Non-calanoid,Sapphirina cf. nigromaculata,carnivore,[2] [A] [P],carnivore,0,omni,FALSE,263,5.736300651574287e-8,NA,NA,254,2.184245399110651e-4,NA,NA,9,3.700561424508917e-7
