aphiaID,scientificName,verbatimScientificName,taxonID,valid_authority,taxonRankID,taxonRank,parentNameUsageID,kingdom,phylum,class,order,family,genus,species,acceptedNameUsageID,acceptedNameUsage,majorgroup,taxon,FG_latest,References,Pata&Hunt_traitValue,filter_or_not,campbell_diet,same_or_not,Global_totalAbundance,Global_relativeAbundance,NAtlantic_totalAbundance,NAtlantic_relativeAbundance,AusCPR_totalAbundance,AusCPR_relativeAbundance,NPacific_totalAbundance,NPacific_relativeAbundance,SOCPR_totalAbundance,SOCPR_relativeAbundance,global_totalAbundance,global_relativeAbundance,auscpr_totalAbundance,auscpr_relativeAbundance,natlantic_totalAbundance,natlantic_relativeAbundance,npacific_totalAbundance,npacific_relativeAbundance,socpr_totalAbundance,socpr_relativeAbundance
128954,Oncaea venusta,Oncaea venusta,4162,"Philippi, 1843",220,Species,128690,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,Oncaea venusta,urn:lsid:marinespecies.org:taxname:128954,"Oncaea venusta Philippi, 1843",Non-calanoid,Oncaea venusta complex,carnivore,[6] Go et al 1998; 10.1016/S0924-7963(97)00038-9 vs. [A] Detritivore,omnivore; detritivore,0,omni,TRUE,43779,9.548650426816376e-6,NA,NA,43779,0.037647275,NA,NA,NA,NA,29181.3054,1.9521593554091976e-5,29181.3054,0.03703049908179295,NA,NA,NA,NA,NA,NA
128690,Oncaea,Oncaea,4098,"Philippi, 1843",180,Genus,128586,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,NA,urn:lsid:marinespecies.org:taxname:128690,"Oncaea Philippi, 1843",Non-calanoid,Oncaea spp.,carnivore,"[6] Considerable predation on chaetognaths, appendicularians and salps",not determined,0,omni,TRUE,36086,7.870727958658162e-6,NA,NA,7601,0.006536397,7050,1.7374128808042608e-6,21435,8.813503792705404e-4,14560.142899999999,9.740386452461378e-6,5065.1429,0.006427566105647901,NA,NA,2350,1.7369755490224184e-6,7145,8.810268494319566e-4
128938,Oncaea media,Oncaea media,4129,"Giesbrecht, 1891",220,Species,128690,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,Oncaea media,urn:lsid:marinespecies.org:taxname:128938,"Oncaea media Giesbrecht, 1891",Non-calanoid,Oncaea media complex,carnivore,[6],omnivore; detritivore,0,omni,TRUE,6073,1.324583796844511e-6,NA,NA,6073,0.00522241,NA,NA,NA,NA,4047.3004,2.7075469146117734e-6,4047.3004,0.005135944115301307,NA,NA,NA,NA,NA,NA
344719,Oncaea curvata,Oncaea curvata,4113,"Giesbrecht, 1902",220,Species,128690,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,Oncaea curvata,urn:lsid:marinespecies.org:taxname:344719,"Oncaea curvata Giesbrecht, 1902",Non-calanoid,Oncaea curvata,carnivore,[6],omnivore; detritivore,0,NA,NA,4524,9.86730956187151e-7,NA,NA,NA,NA,NA,NA,4524,1.860148876053149e-4,1508,1.0088158386351934e-6,NA,NA,NA,NA,NA,NA,1508,1.8594660447073343e-4
128939,Oncaea mediterranea,Oncaea mediterranea,4130,"(Claus, 1863)",220,Species,128690,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,Oncaea mediterranea,urn:lsid:marinespecies.org:taxname:128939,"Oncaea mediterranea (Claus, 1863)",Non-calanoid,Oncaea mediterranea broad,carnivore,[6],omnivore; detritivore,0,omni,TRUE,2376,5.182300512600952e-7,NA,NA,2202,0.001893586,NA,NA,174,7.154418754050573e-6,1526.2892,1.0210508748659406e-6,1468.2892,0.0018632299387266787,NA,NA,NA,NA,58,7.1517924796435945e-6
354022,Oncaea clevei,Oncaea clevei,4107,"FrÃ¼chtl, 1923",220,Species,128690,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,Oncaea clevei,urn:lsid:marinespecies.org:taxname:354022,"Oncaea clevei FrÃ¼chtl, 1923",Non-calanoid,Oncaea clevei complex,carnivore,[6],omnivore; detritivore,0,omni,TRUE,437,9.53141971383256e-8,NA,NA,437,3.7579340134305295e-4,NA,NA,NA,NA,291.2779,1.9485793034774405e-7,291.2779,3.696258909821278e-4,NA,NA,NA,NA,NA,NA
363803,Oncaea venusta,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,Oncaea venusta,urn:lsid:marinespecies.org:taxname:128954,"Alternative representation; Oncaea venusta Philippi, 1843",Cyclopoid,Oncaea venusta typica,carnivore,[6],not determined,0,NA,NA,33,7.197639600834655e-9,NA,NA,NA,NA,NA,NA,33,1.356872522319936e-6,11,7.3587362234662655e-9,NA,NA,NA,NA,NA,NA,11,1.3563744357944747e-6
361875,Oncaea paraclevei,Oncaea paraclevei,4144,"BÃ¶ttger-Schnack, 2001",220,Species,128690,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,Oncaea paraclevei,urn:lsid:marinespecies.org:taxname:361875,"Oncaea paraclevei BÃ¶ttger-Schnack, 2001",Non-calanoid,Oncaea paraclevei,carnivore,[6],not determined,0,omni,TRUE,23,5.01653669149082e-9,NA,NA,23,1.9778600070686997e-5,NA,NA,NA,NA,15.3338,1.0257944500307912e-8,15.3338,1.945828875840478e-5,NA,NA,NA,NA,NA,NA
360846,Oncaea waldemari,Oncaea waldemari,4164,"Bersano & Boxshall, 1996",220,Species,128690,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,Oncaea waldemari,urn:lsid:marinespecies.org:taxname:360846,"Oncaea waldemari Bersano & Boxshall, 1996",Non-calanoid,Oncaea waldemari,carnivore,[6],omnivore; detritivore,0,omni,TRUE,10,2.181102909343835e-9,NA,NA,10,8.599391335081302e-6,NA,NA,NA,NA,6.667,4.460063127440872e-9,6.667,8.46029106629046e-6,NA,NA,NA,NA,NA,NA
128950,Oncaea scottodicarloi,Oncaea scottodicarloi,4155,"Heron & Bradford-Grieve, 1995",220,Species,128690,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,Oncaea scottodicarloi,urn:lsid:marinespecies.org:taxname:128950,"Oncaea scottodicarloi Heron & Bradford-Grieve, 1995",Non-calanoid,Oncaea scottodicarloi,carnivore,[6],omnivore; detritivore,0,omni,TRUE,8,1.744882327475068e-9,NA,NA,8,6.879513068065042e-6,NA,NA,NA,NA,5.087899999999999,3.4036830937612737e-9,5.087899999999999,6.456444415206124e-6,NA,NA,NA,NA,NA,NA
128955,Oncaea zernovi,Oncaea zernovi,4166,"Shmeleva, 1966",220,Species,128690,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,Oncaea zernovi,urn:lsid:marinespecies.org:taxname:128955,"Oncaea zernovi Shmeleva, 1966",Non-calanoid,Oncaea zernovi complex,carnivore,[6],not determined,0,omni,TRUE,6,1.308661745606301e-9,NA,NA,6,5.1596348010487815e-6,NA,NA,NA,NA,4.0001,2.6759709788624915e-9,4.0001,5.076047741753183e-6,NA,NA,NA,NA,NA,NA
128926,Oncaea atlantica,Oncaea atlantica,4101,"Shmeleva, 1967",220,Species,128690,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea,Oncaea atlantica,urn:lsid:marinespecies.org:taxname:128926,"Oncaea atlantica Shmeleva, 1967",Non-calanoid,Oncaea atlantica complex,carnivore,[6],not determined,0,NA,NA,1,2.181102909343835e-10,NA,NA,1,8.599391335081303e-7,NA,NA,NA,NA,0.6259,4.1871209111523054e-10,0.6259,7.942547140229787e-7,NA,NA,NA,NA,NA,NA
104201,Onchocalanus,Onchocalanus,1515,"Sars G.O., 1905",180,Genus,104095,Animalia,Arthropoda,Copepoda,Calanoida,Phaennidae,Onchocalanus,NA,urn:lsid:marinespecies.org:taxname:104201,"Onchocalanus Sars G.O., 1905",Calanoid,Onchocalanus sp.,omnivore,NA,not determined,0,NA,NA,27,5.888977855228354e-9,NA,NA,NA,NA,NA,NA,27,1.1101684273526752e-6,9,6.020784182836036e-9,NA,NA,NA,NA,NA,NA,9,1.1097609020136612e-6
359743,Onychocorycaeus agilis,Onchocorycaeus agilis,4169,"(Dana, 1849)",220,Species,128638,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Onychocorycaeus,Onychocorycaeus agilis,urn:lsid:marinespecies.org:taxname:359743,"Onychocorycaeus agilis (Dana, 1849)",Non-calanoid,Onychocorycaeus agilis,carnivore,[A],carnivore,0,carn,TRUE,679,1.4809688754444638e-7,NA,NA,679,5.838986716520205e-4,NA,NA,NA,NA,452.3618,3.02619196706582e-7,452.3618,5.740381723820417e-4,NA,NA,NA,NA,NA,NA
128816,Onychocorycaeus catus,Onchocorycaeus catus,4170,"(Dahl F., 1894)",220,Species,128638,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Onychocorycaeus,Onychocorycaeus catus,urn:lsid:marinespecies.org:taxname:128816,"Onychocorycaeus catus (Dahl F., 1894)",Non-calanoid,Onychocorycaeus catus,carnivore,[A],carnivore,0,carn,TRUE,537,1.1712522623176393e-7,NA,NA,537,4.61787314693866e-4,NA,NA,NA,NA,357.5625,2.3920073826392334e-7,357.5625,4.5373973667173884e-4,NA,NA,NA,NA,NA,NA
128638,Onychocorycaeus,Onychocorycaeus,4168,"Dahl M., 1912",180,Genus,128569,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Onychocorycaeus,NA,urn:lsid:marinespecies.org:taxname:128638,"Onychocorycaeus Dahl M., 1912",Non-calanoid,Onychocorycaeus spp.,carnivore,[A],not determined,0,carn,FALSE,442,9.64047485929975e-8,NA,NA,442,3.800930970105936e-4,NA,NA,NA,NA,294.89119999999997,1.9727514140194864e-7,294.89119999999997,3.7421109717829205e-4,NA,NA,NA,NA,NA,NA
359744,Onychocorycaeus pacificus,Onchocorycaeus pacificus,4174,"(Dahl F., 1894)",220,Species,128638,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Onychocorycaeus,Onychocorycaeus pacificus,urn:lsid:marinespecies.org:taxname:359744,"Onychocorycaeus pacificus (Dahl F., 1894)",Non-calanoid,Onychocorycaeus pacificus,carnivore,[A],carnivore,0,carn,TRUE,289,6.303387408003683e-8,NA,NA,289,2.4852240958384963e-4,NA,NA,NA,NA,192.49429999999998,1.2877407074734384e-7,192.49429999999998,2.4427145741740447e-4,NA,NA,NA,NA,NA,NA
128818,Onychocorycaeus latus,Onchocorycaeus latus,4172,"(Dana, 1849)",220,Species,128638,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Onychocorycaeus,Onychocorycaeus latus,urn:lsid:marinespecies.org:taxname:128818,"Onychocorycaeus latus (Dana, 1849)",Non-calanoid,Onychocorycaeus latus,carnivore,[A],carnivore,0,carn,TRUE,165,3.5988198004173286e-8,NA,NA,165,1.418899570288415e-4,NA,NA,NA,NA,110.16329999999999,7.369660601878011e-8,110.16329999999999,1.3979504767107782e-4,NA,NA,NA,NA,NA,NA
128817,Onychocorycaeus giesbrechti,Corycaeus giesbrechti,4171,"(Dahl F., 1894)",220,Species,128638,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Onychocorycaeus,Onychocorycaeus giesbrechti,urn:lsid:marinespecies.org:taxname:128817,"Onychocorycaeus giesbrechti (Dahl F., 1894)",Non-calanoid,Onychocorycaeus giesbrechti,carnivore,[A],carnivore,0,carn,TRUE,31,6.761419018965888e-9,NA,NA,31,2.665811313875204e-5,NA,NA,NA,NA,20.4214,1.366142690126309e-8,20.4214,2.5914352479547624e-5,NA,NA,NA,NA,NA,NA
128820,Onychocorycaeus pumilus,Onchocorycaeus pumilus,4175,"(Dahl M., 1912)",220,Species,128638,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Onychocorycaeus,Onychocorycaeus pumilus,urn:lsid:marinespecies.org:taxname:128820,"Onychocorycaeus pumilus (Dahl M., 1912)",Non-calanoid,Onychocorycaeus pumilus,carnivore,Derived at genus level,not determined,0,carn,TRUE,26,5.670867564293971e-9,NA,NA,26,2.2358417471211387e-5,NA,NA,NA,NA,17.2124,1.1514682852071885e-8,17.2124,2.1842194982663555e-5,NA,NA,NA,NA,NA,NA
128819,Onychocorycaeus ovalis,Onchocorycaeus ovalis,4173,"(Claus, 1863)",220,Species,128638,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Onychocorycaeus,Onychocorycaeus ovalis,urn:lsid:marinespecies.org:taxname:128819,"Onychocorycaeus ovalis (Claus, 1863)",Non-calanoid,Onychocorycaeus ovalis,carnivore,[A],carnivore,0,carn,TRUE,1,2.181102909343835e-10,NA,NA,1,8.599391335081303e-7,NA,NA,NA,NA,0.6257,4.185782959111675e-10,0.6257,7.940009179807922e-7,NA,NA,NA,NA,NA,NA
104196,Paracalanus,Paracalanus,1534,"Boeck, 1865",180,Genus,104093,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,NA,urn:lsid:marinespecies.org:taxname:104196,"Paracalanus Boeck, 1865",Calanoid,Paracalanus spp.,omnivore,[1] [A],herbivore,0,omni,TRUE,27233,5.939797553016066e-6,0,0,1673,0.001438678,NA,NA,25560,0.001050959,9636.5443,6.446617055404306e-6,1116.5443,0.001416872621330064,NA,NA,NA,NA,8520,0.001050573653906266
104683,Paracalanus indicus,Paracalanus indicus,1539,"Wolfenden, 1905",220,Species,104196,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus indicus,urn:lsid:marinespecies.org:taxname:104683,"Paracalanus indicus Wolfenden, 1905",Calanoid,Paracalanus indicus,omnivore,[1] [A],omnivore; herbivore,0,omni,TRUE,14399,3.140570079164188e-6,NA,NA,13571,0.011670234,NA,NA,828,3.404516510548204e-5,9319.0753,6.234237907210887e-6,9043.0753,0.011475483601677206,NA,NA,NA,NA,276,3.4032667661752276e-5
1464945,Paracalanus aculeatus aculeatus,Paracalanus aculeatus,1535,"Giesbrecht, 1888",220,Species,104196,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus aculeatus aculeatus,urn:lsid:marinespecies.org:taxname:1464945,"Paracalanus aculeatus aculeatus Giesbrecht, 1888",Calanoid,Paracalanus aculeatus,omnivore,[1] [A],omnivore; herbivore,0,omni,TRUE,3911,8.530293478443739e-7,NA,NA,3911,0.003363222,NA,NA,NA,NA,2606.3995,1.7436187648613057e-6,2606.3995,0.0033074693872857243,NA,NA,NA,NA,NA,NA
104682,Paracalanus denudatus,Paracalanus denudatus,1537,"Sewell, 1929",220,Species,104196,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus denudatus,urn:lsid:marinespecies.org:taxname:104682,"Paracalanus denudatus Sewell, 1929",Calanoid,Paracalanus denudatus,omnivore,[1] [A],omnivore; herbivore,0,NA,NA,12,2.617323491212602e-9,NA,NA,12,1.0319269602097565e-5,NA,NA,NA,NA,8,5.35180816252092e-9,8,1.015184168746418e-5,NA,NA,NA,NA,NA,NA
745865,Paracalanus parvus parvus,Paracalanaus parvus,1542,"(Claus, 1863)",230,Subspecies,104196,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,urn:lsid:marinespecies.org:taxname:745865,"Paracalanus parvus parvus (Claus, 1863)",Calanoid,Paracalanus parvus,omnivore,[1] [A],suspension feeder,0,omni,TRUE,11,2.3992132002782183e-9,NA,NA,11,9.459330468589433e-6,NA,NA,NA,NA,14.503,9.702159222630114e-9,14.503,1.8404019999161624e-5,NA,NA,NA,NA,NA,NA
745865,Paracalanus parvus parvus,Paracalanaus parvus,1542,"(Claus, 1863)",230,Subspecies,104196,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,urn:lsid:marinespecies.org:taxname:745865,"Paracalanus parvus parvus (Claus, 1863)",Calanoid,Paracalanus parvus,omnivore,[1] [A],omnivore; herbivore,0,omni,TRUE,11,2.3992132002782183e-9,NA,NA,11,9.459330468589433e-6,NA,NA,NA,NA,14.503,9.702159222630114e-9,14.503,1.8404019999161624e-5,NA,NA,NA,NA,NA,NA
104681,Paracalanus aculeatus,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,Paracalanus aculeatus,urn:lsid:marinespecies.org:taxname:104681,"Paracalanus aculeatus Giesbrecht, 1888",Calanoid,Paracalanus aculeatus,omnivore,[1] [A],not determined,0,NA,NA,6,1.308661745606301e-9,NA,NA,NA,NA,NA,NA,6,2.4670409496726115e-7,2,1.33795204063023e-9,NA,NA,NA,NA,NA,NA,2,2.4661353378081357e-7
104566,Paraeuchaeta norvegica,Euchaeta norvegica,1614,"(Boeck, 1872)",220,Species,196874,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta norvegica,urn:lsid:marinespecies.org:taxname:104566,"Paraeuchaeta norvegica (Boeck, 1872)",Calanoid,Paraeuchaeta norvegica,carnivore,[2] [A] and [5] Razouls et al. (2005-2025; http://copepodes.obs-banyuls.fr/en),carnivore,0,NA,NA,98841,2.15582392662454e-5,98826,2.2558144384107772e-4,NA,NA,15,3.696623150647363e-9,NA,NA,96296.0000000078,6.441971485226954e-5,NA,NA,96291.0000000078,NA,5,3.6956926574945075e-9,NA,NA
104563,Paraeuchaeta hebes,Euchaeta hebes,1605,"(Giesbrecht, 1888)",220,Species,196874,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta hebes,urn:lsid:marinespecies.org:taxname:104563,"Paraeuchaeta hebes (Giesbrecht, 1888)",Calanoid,Paraeuchaeta hebes,carnivore,[5] [A],carnivore,0,NA,NA,34434,7.510409758034562e-6,34431,7.859262433865731e-5,NA,NA,3,7.393246301294724e-10,NA,NA,17370.0000000019,1.162011347287482e-5,NA,NA,17369.0000000019,NA,1,7.391385314989015e-10,NA,NA
196874,Paraeuchaeta,Paraeuchaeta,1566,"Scott A., 1909",180,Genus,104086,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,NA,urn:lsid:marinespecies.org:taxname:196874,"Paraeuchaeta Scott A., 1909",Calanoid,Paraeuchaeta spp.,carnivore,[5] [2] [A],carnivore,0,carn,TRUE,5802,1.265475908001293e-6,0,0,48,4.127707840839025e-5,NA,NA,5754,2.3658922707360343e-4,1949.7815,1.3043570683540355e-6,31.7815,4.033009457376785e-5,NA,NA,NA,NA,1918,2.3650237889580024e-4
345051,Paraeuchaeta exigua,Paraeuchaeta exigua,1596,"(Wolfenden, 1911)",220,Species,196874,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta exigua,urn:lsid:marinespecies.org:taxname:345051,"Paraeuchaeta exigua (Wolfenden, 1911)",Calanoid,Paraeuchaeta exigua,carnivore,[5] [2] [A],carnivore,0,carn,TRUE,2588,5.644694329381845e-7,NA,NA,92,7.911440028274799e-5,NA,NA,2496,1.0262890350638064e-4,893.2421,5.975575452359161e-7,61.2421,7.771501297598126e-5,NA,NA,NA,NA,832,1.0259123005281845e-4
344974,Paraeuchaeta antarctica,Euchaeta antarctica,1576,"(Giesbrecht, 1902)",220,Species,196874,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta antarctica,urn:lsid:marinespecies.org:taxname:344974,"Paraeuchaeta antarctica (Giesbrecht, 1902)",Calanoid,Paraeuchaeta antarctica,carnivore,[5] [2] [A],carnivore,0,carn,TRUE,1091,2.379583274094124e-7,NA,NA,2,1.7198782670162606e-6,NA,NA,1089,4.477679323655789e-5,364.3334,2.4373030799987494e-7,1.3334,1.692058213258092e-6,NA,NA,NA,NA,363,4.4760356381217666e-5
344996,Paraeuchaeta biloba,Paraeuchaeta biloba,1579,"Farran, 1929",220,Species,196874,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta biloba,urn:lsid:marinespecies.org:taxname:344996,"Paraeuchaeta biloba Farran, 1929",Calanoid,Paraeuchaeta biloba,carnivore,[5] [2] [A],not determined,0,carn,TRUE,930,2.0284257056897666e-7,NA,NA,18,1.5478904403146344e-5,NA,NA,912,3.7499022435023696e-5,315.9181,2.1134163328351255e-7,11.918099999999999,1.5123833051920854e-5,NA,NA,NA,NA,304,3.748525713468367e-5
104561,Paraeuchaeta gracilis,Paraeuchaeta gracilis,1600,"(Sars G.O., 1905)",220,Species,196874,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta gracilis,urn:lsid:marinespecies.org:taxname:104561,"Paraeuchaeta gracilis (Sars G.O., 1905)",Calanoid,Paraeuchaeta gracilis,carnivore,[5] [2] [A],carnivore,0,NA,NA,81,1.766693356568506e-8,81,1.848915968583905e-7,NA,NA,NA,NA,NA,NA,132.0000000001,8.830483468166208e-8,NA,NA,132.0000000001,NA,NA,NA,NA,NA
104557,Paraeuchaeta barbata,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,Paracalanus barbatus,urn:lsid:marinespecies.org:taxname:104557,"Unaccepted; Paraeuchaeta barbata (Brady, 1883)",Calanoid,Paraeuchaeta barbata,carnivore,[5] [2] [A],not determined,0,NA,NA,42,9.160632219244107e-9,NA,NA,NA,NA,NA,NA,42,1.726928664770828e-6,14,9.36566428441161e-9,NA,NA,NA,NA,NA,NA,14,1.7262947364656952e-6
104560,Paraeuchaeta glacialis,Paraeuchaeta glacialis,1598,"(Hansen, 1886)",220,Species,196874,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta glacialis,urn:lsid:marinespecies.org:taxname:104560,"Paraeuchaeta glacialis (Hansen, 1886)",Calanoid,Paraeuchaeta glacialis,carnivore,[5] [2] [A],carnivore,0,NA,NA,21,4.580316109622054e-9,0,0,NA,NA,21,5.1752724109063085e-9,NA,NA,7,4.682832142205805e-9,NA,NA,NA,NA,7,5.17396972049231e-9,NA,NA
104573,Paraeuchaeta tumidula,Paraeuchaeta pseudotumidula,1649,"(Sars G.O., 1905)",220,Species,196874,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta tumidula,urn:lsid:marinespecies.org:taxname:104573,"Paraeuchaeta tumidula (Sars G.O., 1905)",Calanoid,Paraeuchaeta tumidula,carnivore,[5] [2] [A],carnivore,0,carn,TRUE,1,2.181102909343835e-10,NA,NA,1,8.599391335081303e-7,NA,NA,NA,NA,0.6667,4.460063127440872e-10,0.6667,8.46029106629046e-7,NA,NA,NA,NA,NA,NA
359879,Paraeuchaeta tonsa,Paraeuchaeta tonsa,1645,"(Giesbrecht, 1895)",220,Species,196874,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta tonsa,urn:lsid:marinespecies.org:taxname:359879,"Paraeuchaeta tonsa (Giesbrecht, 1895)",Calanoid,Paraeuchaeta tonsa,carnivore,[5] [2] [A],not determined,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,13,8.696688264096495e-9,NA,NA,13,NA,NA,NA,NA,NA
345232,Paraheterorhabdus farrani,Heterorhabdus farrani,1657,"(Brady, 1918)",220,Species,254394,Animalia,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,Paraheterorhabdus,Paraheterorhabdus farrani,urn:lsid:marinespecies.org:taxname:345232,"Paraheterorhabdus farrani (Brady, 1918)",Calanoid,Paraheterorhabdus farrani,carnivore,[A],omnivore; carnivore,0,NA,NA,3,6.543308728031505e-10,NA,NA,NA,NA,NA,NA,3,1.2335204748363058e-7,1,6.68976020315115e-10,NA,NA,NA,NA,NA,NA,1,1.2330676689040678e-7
345234,Paralabidocera antarctica,Paralabidocera antarctica,1664,"(Thompson I.C., 1898)",220,Species,345233,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Paralabidocera,Paralabidocera antarctica,urn:lsid:marinespecies.org:taxname:345234,"Paralabidocera antarctica (Thompson I.C., 1898)",Calanoid,Paralabidocera antarctica,carnivore,Derived at family level,not determined,0,NA,NA,126,2.748189665773232e-8,NA,NA,NA,NA,NA,NA,126,5.180785994312483e-6,42,2.809699285323483e-8,NA,NA,NA,NA,NA,NA,42,5.178884209397085e-6
104686,Parapontella brevicornis,Parapontella brevicornis,1688,"(Lubbock, 1857)",220,Species,104197,Animalia,Arthropoda,Copepoda,Calanoida,Parapontellidae,Parapontella,Parapontella brevicornis,urn:lsid:marinespecies.org:taxname:104686,"Parapontella brevicornis (Lubbock, 1857)",Calanoid,Parapontella brevicornis,carnivore,[2],carnivore,0,NA,NA,2100,4.580316109622054e-7,2100,4.79348584447679e-6,NA,NA,NA,NA,NA,NA,4200.0000000064,2.8096992853277647e-6,NA,NA,4200.0000000064,NA,NA,NA,NA,NA
724226,Parathalestris croni,Parathalestris cronii,4193,"(KrÃ¸yer in Gaimard, 1842)",220,Species,115465,Animalia,Arthropoda,Copepoda,Harpacticoida,Thalestridae,Parathalestris,Parathalestris croni,urn:lsid:marinespecies.org:taxname:724226,"Parathalestris croni (KrÃ¸yer in Gaimard, 1842)",Non-calanoid,Parathalestris croni,NA,NA,not determined,0,NA,NA,276,6.019844029788984e-8,276,6.300009967026638e-7,NA,NA,NA,NA,NA,NA,126,8.429097855970449e-8,NA,NA,126,NA,NA,NA,NA,NA
360047,Pareucalanus sewelli,Pareucalanus sewelli,1714,"(Fleminger, 1973)",220,Species,237967,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Pareucalanus,Pareucalanus sewelli,urn:lsid:marinespecies.org:taxname:360047,"Pareucalanus sewelli (Fleminger, 1973)",Calanoid,Pareucalanus sewelli,omnivore,[1] [A],omnivore; herbivore,0,omni,TRUE,36,7.851970473637805e-9,NA,NA,36,3.095780880629269e-5,NA,NA,NA,NA,24.0004,1.6055692077970888e-8,24.0004,3.0456032654476912e-5,NA,NA,NA,NA,NA,NA
237967,Pareucalanus,Pareucalanus,1709,"Geletin, 1976",180,Genus,104085,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Pareucalanus,NA,urn:lsid:marinespecies.org:taxname:237967,"Pareucalanus Geletin, 1976",Calanoid,Pareucalanus spp.,omnivore,[1] [A],not determined,0,omni,TRUE,32,6.979529309900272e-9,NA,NA,32,2.751805227226017e-5,NA,NA,NA,NA,21.346799999999998,1.4280497310462697e-8,21.346799999999998,2.7088666766745043e-5,NA,NA,NA,NA,NA,NA
354594,Pareucalanus langae,Pareucalanus langae,1711,"(Fleminger, 1973)",220,Species,237967,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Pareucalanus,Pareucalanus langae,urn:lsid:marinespecies.org:taxname:354594,"Pareucalanus langae (Fleminger, 1973)",Calanoid,Pareucalanus langae,omnivore,[1],not determined,0,omni,TRUE,5,1.0905514546719175e-9,NA,NA,5,4.299695667540651e-6,NA,NA,NA,NA,3.3333999999999997,2.2299646661184045e-9,3.3333999999999997,4.230018635124137e-6,NA,NA,NA,NA,NA,NA
